User ID,Sample ID,Date Created,Date changed,Group ID,Site name,Geolocation (Latitude | Longitude),Freshwater body type,What is the land use in the immediate surroundings?,Is the algae...,Estimate the water flow,Estimate the water level,Nitrate,Phosphate,Water Quality – Secchi Tube (Turbidity).,Enter result,Estimate the water colour,Other
21508,52121,27/04/2019 15:20,27/04/2019 15:20,Thames Blitz | Group ID: 34343,Meadow Pond | Combe Mill OX29 8ET,51.8319 | -1.3987,Pond,Grassland/shrub,-,-,-,0.1,0.01,-,-,Colourless,-
22645,52261,27/04/2019 18:52,27/04/2019 18:52,Thames Blitz | Group ID: 34343,The Fishponds | Eynsham | Oxfordshire,51.78 | -1.38,Pond,Forest,-,-,-,0.1,0.35,-,-,Colourless,-
21508,52116,27/04/2019 15:17,27/04/2019 15:22,Thames Blitz | Group ID: 34343,Mill Wood Seep | Combe Mill OX29 8ET,51.8305 | -1.3961,Wetland,Forest,-,-,-,12,0.01,-,-,Colourless,-
21508,52111,27/04/2019 15:10,27/04/2019 15:24,Thames Blitz | Group ID: 34343,Quarry Spring Combe Mill OX29 8ET,51.8322 | -1.39825,Other,Forest,-,-,-,12,0.01,-,-,Colourless,-
28841,51956,27/04/2019 09:51,27/04/2019 09:51,Thames Blitz | Group ID: 34343,Louie Memorial Fields  |Copse and Pond ,48 | 54,Pond,Grassland/shrub,-,-,-,0.1,0.01,-,-,Other,Very slightly yellow/brown 
30016,53151,29/04/2019 12:35,29/04/2019 12:35,Thames Blitz | Group ID: 34343,Cholsey Brook,51.577038 | -1.155301,Stream,Other,-,-,-,12,0.01,-,-,Colourless,-
28646,54171,01/05/2019 10:22,01/05/2019 10:22,Thames Blitz | Group ID: 34343,Shillbrook at Shilton,51.774363 | -1.614049,Stream,Other,-,-,-,0.35,0.01,-,-,Colourless,-
30011,51976,27/04/2019 11:23,27/04/2019 11:23,Thames Blitz | Group ID: 34343,Canons Ashby bottom pond,52.1486378 | -1.154589476,Pond,Other,-,-,-,0.1,0.01,-,-,Other,Very pale green 
25701,52161,27/04/2019 15:35,27/04/2019 15:35,Thames Blitz | Group ID: 34343,River Kennet joining Thames,51.459 | -0.95,River,Urban Park,-,-,-,12,0.01,-,-,Colourless,-
23486,52061,27/04/2019 13:57,27/04/2019 15:26,Thames Blitz | Group ID: 34343,weston | berks,51.461 | -1.425,River,Agriculture,-,-,-,12,0.035,-,-,Colourless,-
25741,51986,27/04/2019 12:22,27/04/2019 12:22,Thames Blitz | Group ID: 34343,river Thames  dorchester,51.636 | -1.159,River,Agriculture,-,-,-,7.5,0.01,-,-,Brown,-
29811,51991,27/04/2019 12:59,27/04/2019 12:59,Thames Blitz | Group ID: 34343,Ewelme Cress bed,51.62 | -1.075,Stream,Agriculture,-,-,-,12,0.01,-,-,Colourless,-
28851,51996,27/04/2019 13:03,27/04/2019 13:03,Thames Blitz | Group ID: 34343,Mill Lane,51.729338625 | -1.239536293,River,Urban Residential,-,-,-,12,0.035,-,-,Colourless,-
17829,52181,27/04/2019 15:45,27/04/2019 15:45,Thames Blitz | Group ID: 34343,Glyme Close ,51.851 | -1.353,River,Grassland/shrub,-,-,-,7.5,0.035,-,-,Colourless,-
29111,54031,30/04/2019 17:10,30/04/2019 17:10,Thames Blitz | Group ID: 34343,River Roding (Royston Gardens),0 | 0,River,Grassland/shrub,-,-,-,7.5,0.75,-,-,Colourless,-
29896,52001,27/04/2019 13:12,28/04/2019 12:49,Thames Blitz | Group ID: 34343,River Thames at Wallingford,51.601886465 | -1.119455053,River,Grassland/shrub,-,-,-,7.5,0.15,-,-,Colourless,-
29066,52086,27/04/2019 14:17,27/04/2019 14:17,Thames Blitz | Group ID: 34343,Ewelme Stream | Millbrook Mead,51.617949964 | -1.112861596,Stream,Other,-,-,-,7.5,0.075,-,-,Colourless,-
17829,52186,27/04/2019 15:46,27/04/2019 15:46,Thames Blitz | Group ID: 34343,Stratford Lane bridge,51.865 | -1.358,River,Agriculture,-,-,-,3.5,0.035,-,-,Colourless,-
23486,52006,27/04/2019 13:23,27/04/2019 15:27,Thames Blitz | Group ID: 34343,boxford Church  | Berks,51.442 | -1.385,River,Agriculture,-,-,-,12,0.035,-,-,Colourless,-
29066,52091,27/04/2019 14:35,27/04/2019 14:35,Thames Blitz | Group ID: 34343,Berrick stream and ladybrook,51.621192 | -1.119261431,Stream,Grassland/shrub,-,-,-,0.75,0.035,-,-,Colourless,-
17829,52191,27/04/2019 15:47,27/04/2019 15:47,Thames Blitz | Group ID: 34343,Dornford Bridge,51.875 | -1.352,River,Grassland/shrub,-,-,-,7.5,0.075,-,-,Colourless,-
28611,52011,27/04/2019 13:24,27/04/2019 13:24,Thames Blitz | Group ID: 34343,Little stock brook spring,51.860652496 | -1.64823655,Stream,Agriculture,-,-,-,12,0.01,-,-,Colourless,-
17829,52196,27/04/2019 15:48,27/04/2019 15:48,Thames Blitz | Group ID: 34343,Glympton Village,51.891 | -1.382,River,Grassland/shrub,-,-,-,7.5,0.01,-,-,Colourless,-
28716,52276,27/04/2019 19:32,27/04/2019 19:32,Thames Blitz | Group ID: 34343,Hardwick Park South Lake,51.741 | -1.435,Lake,Other,-,-,-,0.1,0.035,-,-,Colourless,-
28611,52016,27/04/2019 13:25,27/04/2019 13:25,Thames Blitz | Group ID: 34343,Little stock brook pond 3,51.862472417 | -1.644796701,Pond,Grassland/shrub,-,-,-,12,0.01,-,-,Colourless,-
25701,52106,27/04/2019 15:07,27/04/2019 15:07,Thames Blitz | Group ID: 34343,next to bridge caversham,51.461 | -0.968,River,Urban Residential,-,-,-,12,0.035,-,-,Colourless,-
17829,52201,27/04/2019 15:48,27/04/2019 15:48,Thames Blitz | Group ID: 34343,Kiddington Bridge,51.902 | -1.399,River,Agriculture,-,-,-,7.5,0.01,-,-,Colourless,-
28716,52281,27/04/2019 19:41,27/04/2019 19:41,Thames Blitz | Group ID: 34343,Hardwick Park North Lake,51.742 | -1.434,Lake,Other,-,-,-,0.1,0.01,-,-,Colourless,-
25741,52021,27/04/2019 13:25,27/04/2019 13:25,Thames Blitz | Group ID: 34343,river Thames  Wallingford ,51.596 | -1.122,River,Urban Residential,-,-,-,7.5,0.01,-,-,Colourless,-
29811,52206,27/04/2019 15:49,27/04/2019 15:49,Thames Blitz | Group ID: 34343,Chiselhampton bridge ,51.684 | -1.142,River,Grassland/shrub,-,-,-,3.5,0.035,-,-,Brown,-
28716,52286,27/04/2019 19:43,27/04/2019 19:43,Thames Blitz | Group ID: 34343,Hardwick Park River Windrush,51.74 | -1.435,River,Other,-,-,-,7.5,0.01,-,-,Brown,-
25791,51946,27/04/2019 07:34,27/04/2019 07:34,Thames Blitz | Group ID: 34343,Swalcliffe stream,52.045 | -1.445,Stream,Agriculture,-,-,-,12,0.035,-,-,Colourless,-
29811,52026,27/04/2019 13:27,27/04/2019 13:27,Thames Blitz | Group ID: 34343,chalgrove floodgate ,51.663 | -1.075,Stream,Agriculture,-,-,-,12,0.01,-,-,Colourless,-
25791,52296,28/04/2019 05:57,28/04/2019 05:57,Thames Blitz | Group ID: 34343,Banbury canal,52.078 | -1.336,Other,Industrial,-,-,-,7.5,0.035,-,-,Yellow,-
28611,52031,27/04/2019 13:31,27/04/2019 13:31,Thames Blitz | Group ID: 34343,Evenlode,51.88260755 | -1.612141477,River,Grassland/shrub,-,-,-,7.5,0.35,-,-,Colourless,-
29911,52301,28/04/2019 09:10,28/04/2019 09:10,Thames Blitz | Group ID: 34343,Thames downstream from Northmoor Lock,51.719084639 | -1.372514947,River,Agriculture,-,-,-,7.5,0.01,-,-,Colourless,-
28611,52036,27/04/2019 13:38,27/04/2019 13:38,Thames Blitz | Group ID: 34343,The dump,51.869436856 | -1.631713556,Pond,Forest,-,-,-,0.1,0.75,-,-,Yellow,-
29911,52306,28/04/2019 09:10,28/04/2019 09:10,Thames Blitz | Group ID: 34343,Northmoor Brook at the Village Hall,51.723496748 | -1.391887203,Stream,Urban Residential,-,-,-,7.5,0.01,-,-,Colourless,-
23403,51961,27/04/2019 10:08,27/04/2019 10:08,Thames Blitz | Group ID: 34343,Hendred Brook at Fordy Lane,51.596 | -1.342,Stream,Grassland/shrub,-,-,-,7.5,0.035,-,-,Colourless,-
28611,52041,27/04/2019 13:45,27/04/2019 13:45,Thames Blitz | Group ID: 34343,Home farm little stock brook,51.873122589 | -1.629811535,Stream,Agriculture,-,-,-,7.5,0.075,-,-,Colourless,-
30011,51966,27/04/2019 11:23,27/04/2019 11:23,Thames Blitz | Group ID: 34343,Canons Ashby Norwell,52.15159988 | -1.155890012,Other,Other,-,-,-,1.5,0.01,-,-,Colourless,-
29846,52046,27/04/2019 13:46,27/04/2019 13:46,Thames Blitz | Group ID: 34343,englemere pond,51.409 | -0.699,Pond,Other,-,-,-,0.1,0.035,-,-,Yellow,-
30011,51971,27/04/2019 11:23,27/04/2019 11:23,Thames Blitz | Group ID: 34343,Canons Ashby top pond,52.148629963 | -1.154601546,Pond,Other,-,-,-,0.1,0.01,-,-,Colourless,-
29846,52051,27/04/2019 13:46,27/04/2019 13:46,Thames Blitz | Group ID: 34343,granny kettle prow stream,51.405 | -0.627,Stream,Other,-,-,-,0.1,0.01,-,-,Colourless,-
29811,52156,27/04/2019 15:34,27/04/2019 15:34,Thames Blitz | Group ID: 34343,Stadhampton petrol ,51.682 | -1.131,Stream,Industrial,-,-,-,7.5,0.01,-,-,Brown,-
30021,53646,29/04/2019 20:36,29/04/2019 20:36,Thames Blitz | Group ID: 34343,Bradfords brook,51.594 | -1.123,Stream,Urban Residential,-,-,-,7.5,0.035,-,-,Colourless,-
23434,51951,27/04/2019 09:30,27/04/2019 09:30,Thames Blitz | Group ID: 34343,River Thames | Old Windsor | Berkshire.,51.46208473765725 | -0.5701929946288828,River,Other,-,-,-,3.5,0.035,-,-,Colourless,-
29071,53771,30/04/2019 08:32,30/04/2019 09:52,Thames Blitz | Group ID: 34343,River Ver below River Red confluence,51.79235 | -0.39363,Stream,Forest,-,-,-,3.5,0.35,-,-,Colourless,-
29071,53781,30/04/2019 08:46,30/04/2019 09:52,Thames Blitz | Group ID: 34343,River Ver above confluence with River Red,51.79235 | -0.39363,Stream,Forest,-,-,-,7.5,0.035,-,-,Colourless,-
29071,53726,29/04/2019 22:23,30/04/2019 09:54,Thames Blitz | Group ID: 34343,River Red upstream of River Ver,51.79235 | -0.39363,Stream,Forest,-,-,-,0.35,0.075,-,-,Colourless,-
28601,53071,29/04/2019 10:42,29/04/2019 10:42,Thames Blitz | Group ID: 34343,Harwell Brook | 100m downstream of its spring,51.598052 | -1.205697,Stream,-,-,-,-,7.5,0.035,-,-,-,-
25446,52396,28/04/2019 10:43,28/04/2019 10:43,Thames Blitz | Group ID: 34343,Barton Lane Pond,51.6711 | -1.2577,Pond,Grassland/shrub,-,-,-,0.1,0.01,-,-,Brown,-
25446,52386,28/04/2019 10:38,28/04/2019 12:04,Thames Blitz | Group ID: 34343,Culham Old Bridge,51.6587 | -1.277,River,Agriculture,-,-,-,7.5,0.15,-,-,Colourless,-
28871,54486,03/05/2019 16:22,03/05/2019 16:22,Thames Blitz | Group ID: 34343,River Misbourne,51.566016 | 0.487353,Other,Grassland/shrub,-,-,-,7.5,0.15,-,-,Colourless,-
28871,54481,03/05/2019 16:18,03/05/2019 16:21,Thames Blitz | Group ID: 34343,Grand Union Canal,51.565032 | 0.482252,River,Industrial,-,-,-,12,0.75,-,-,Brown,-
25446,52381,28/04/2019 10:35,28/04/2019 10:35,Thames Blitz | Group ID: 34343,Sutton Pools (above Culham Weir),51.6464 | -1.2766,River,Agriculture,-,-,-,7.5,0.15,-,-,Colourless,-
29071,53721,29/04/2019 22:13,30/04/2019 16:30,Thames Blitz | Group ID: 34343,Ver Chequers Inn,51.79303 | -0.39302,Stream,Other,-,-,-,7.5,0.075,-,-,Colourless,-
28871,54476,03/05/2019 16:15,03/05/2019 16:18,Thames Blitz | Group ID: 34343,River Colne,51.564732 | 0.483146,River,Grassland/shrub,-,-,-,12,0.15,-,-,Colourless,-
25446,52376,28/04/2019 10:33,28/04/2019 10:33,Thames Blitz | Group ID: 34343,Sutton Pools (below Culham Wier),51.646756 | -1.273425,River,Urban Residential,-,-,-,7.5,0.15,-,-,Colourless,-
28871,54471,03/05/2019 16:13,03/05/2019 16:18,Thames Blitz | Group ID: 34343,Misbourne Meadow Pond,51.565068 | 0.483476,Pond,Grassland/shrub,-,-,-,7.5,0.01,-,-,Colourless,-
25446,52371,28/04/2019 10:30,28/04/2019 10:30,Thames Blitz | Group ID: 34343,Milton Park (Moor's Ditch): Building 175,51.6244 | -1.2815,Stream,Industrial,-,-,-,3.5,0.035,-,-,Colourless,-
25226,51906,26/04/2019 16:41,26/04/2019 16:41,Thames Blitz | Group ID: 34343,River evenlode to daylesford,51.9015956 | -1.6325520000000324,River,Agriculture,-,-,-,3.5,0.035,-,-,Colourless,-
29071,54001,30/04/2019 16:11,02/05/2019 22:28,Thames Blitz | Group ID: 34343,River Ver at Colne Confluence,-,River,Agriculture,-,-,-,7.5,0.01,-,-,Colourless,-
28941,51896,26/04/2019 16:08,26/04/2019 16:08,Thames Blitz | Group ID: 34343,Newbridge Oxon,51.710811 | -1.417679000000021,River,Grassland/shrub,-,-,-,0.1,0.75,-,-,Green,-
29071,54011,30/04/2019 16:25,30/04/2019 16:25,Thames Blitz | Group ID: 34343,River Ver | Frogmore north of M25 | south of Hyde Lane,51.713377 | -0.338469,River,Grassland/shrub,-,-,-,7.5,0.075,-,-,Colourless,-
22645,52256,27/04/2019 18:46,27/04/2019 18:53,Thames Blitz | Group ID: 34343,Cumnor Pond | Oxfordshire,51.73 | -1.33,Pond,Urban Residential,-,-,-,0.1,0.35,-,-,Colourless,-
25966,53981,30/04/2019 15:43,30/04/2019 15:43,Thames Blitz | Group ID: 34343,Letcombe Brook (North of Hanney),51.64550542582676 | -1.3881175965070724,Stream,Agriculture,-,-,-,12,0.15,-,-,Colourless,-
14242,52176,27/04/2019 15:45,27/04/2019 16:49,Thames Blitz | Group ID: 34343,Evenlode tributary stream adjacent to Canoe Club on Water Lane,51.877379 | -1.4915262,Stream,Agriculture,-,-,-,3.5,0.01,-,-,Colourless,-
29071,54006,30/04/2019 16:18,30/04/2019 16:18,Thames Blitz | Group ID: 34343,River Colne downstream of Confluence with the Ver,51.699099 | -0.35075,River,Agriculture,-,-,-,7.5,0.35,-,-,Colourless,-
22645,52251,27/04/2019 18:35,27/04/2019 18:35,Thames Blitz | Group ID: 34343,Wildmoor Gate | Abingdon,51.68 | -1.29,Stream,Urban Residential,-,-,-,3.5,0.15,-,-,Colourless,-
25446,52346,28/04/2019 10:05,28/04/2019 10:11,Thames Blitz | Group ID: 34343,Milton Park (Moor's Ditch): Building 117,51.625 | -1.293,Stream,Industrial,-,-,-,3.5,0.01,-,-,Colourless,-
25966,53976,30/04/2019 15:39,30/04/2019 15:39,Thames Blitz | Group ID: 34343,Letcombe Brook (STW2),51.62296747458377 | -1.412581354379654,Stream,Agriculture,-,-,-,12,0.075,-,-,Colourless,-
14242,52211,27/04/2019 15:52,27/04/2019 15:52,Thames Blitz | Group ID: 34343,Evenlode tributary stream at bridge on FP 156/3 in field beside Water Lane ,51.879174 | -1.4907796,Stream,Agriculture,-,-,-,3.5,0.035,-,-,Colourless,-
25966,53961,30/04/2019 15:24,30/04/2019 15:24,Thames Blitz | Group ID: 34343,Letcombe Brook (STW1),51.622646088798184 | -1.412668526172638,Stream,Agriculture,-,-,-,7.5,0.035,-,-,Colourless,-
21383,54881,07/05/2019 19:54,07/05/2019 19:54,Thames Blitz | Group ID: 34343,Letcombe Brook in the Letcombe nature reserve.,51.5706 | -1.4572,Stream,Other,-,-,-,7.5,0.035,-,-,Colourless,-
14242,52171,27/04/2019 15:40,27/04/2019 15:40,Thames Blitz | Group ID: 34343,Evenlode tributary stream near Wayhill,51.88197 | -1.492782,Stream,Agriculture,-,-,-,7.5,0.01,-,-,Colourless,-
25966,53956,30/04/2019 15:21,30/04/2019 15:21,Thames Blitz | Group ID: 34343,Letcombe Brook (Williams Bridge),51.61662093291349 | -1.4185278117656708,Stream,Agriculture,-,-,-,7.5,0.035,-,-,Colourless,-
14242,52151,27/04/2019 15:33,27/04/2019 15:33,Thames Blitz | Group ID: 34343,Evenlode tributary stream at Jubilee Bridge,51.877788 | -1.4960772,Stream,Agriculture,-,-,-,7.5,0.01,-,-,Colourless,-
29071,53996,30/04/2019 16:06,30/04/2019 16:06,Thames Blitz | Group ID: 34343,River Colne upstream of Ver confluence,51.698819 | -0.348969,River,Agriculture,-,-,-,7.5,1.2,-,-,Other,slight tinge of brown
25966,53951,30/04/2019 15:17,30/04/2019 15:17,Thames Blitz | Group ID: 34343,Letcombe Brook (Westbrook),51.61370632225713 | -1.4203999936580658,Stream,Grassland/shrub,-,-,-,7.5,0.035,-,-,Colourless,-
25966,53946,30/04/2019 15:14,30/04/2019 15:14,Thames Blitz | Group ID: 34343,Letcombe Brook ( School Lane),51.610198548364814 | -1.422877013683319,Stream,Urban Park,-,-,-,7.5,0.035,-,-,Colourless,-
28871,54466,03/05/2019 16:11,03/05/2019 16:19,Thames Blitz | Group ID: 34343,Bond Head Ditch,51.4562791 | -0.5086333,Other,Agriculture,-,-,-,12,0.15,-,-,Colourless,-
25966,53941,30/04/2019 15:10,30/04/2019 15:10,Thames Blitz | Group ID: 34343,Letcombe Brook (Wolage Drive),51.59858231771618 | -1.4242114126682281,Stream,Grassland/shrub,-,-,-,7.5,0.035,-,-,Colourless,-
29566,51826,26/04/2019 14:19,26/04/2019 14:19,Thames Blitz | Group ID: 34343,Mill Brook off Hithercroft Road | near Cholsey Hill footpath (easterly footbridge),51.593691516872966 | -1.1699366569519043,Stream,Agriculture,-,-,-,0.75,0.75,-,-,Colourless,-
28811,51831,26/04/2019 14:19,26/04/2019 14:19,Thames Blitz | Group ID: 34343,Wallingford Castle Meadows (Pond),51.60354583952081 | -1.1192438194351553,Pond,Grassland/shrub,-,-,-,0.1,0.15,-,-,Brown,-
28811,53796,30/04/2019 09:05,30/04/2019 09:05,Thames Blitz | Group ID: 34343,Crowmarsh Riverside Meadows | ditch,51.5964114083715 | -1.1209629476684313,Other,Agriculture,-,-,-,0.1,0.15,-,-,Brown,-
29566,51821,26/04/2019 14:14,26/04/2019 14:14,Thames Blitz | Group ID: 34343,Mill Brook at South Moreton road bridge,51.588645670773495 | -1.1899479571414986,Stream,Agriculture,-,-,-,7.5,0.075,-,-,Colourless,-
29031,52066,27/04/2019 13:58,27/04/2019 13:58,Thames Blitz | Group ID: 34343,River Thame | Overy Mead Piece,51.63828294577271 | -1.164445760574381,River,Grassland/shrub,-,-,-,7.5,0.01,-,-,Colourless,-
14157,51766,26/04/2019 13:11,26/04/2019 13:11,Thames Blitz | Group ID: 34343,opposite Upper Thames Sailing Club | Bourne End,51.577774646326475 | -0.7209209734802471,River,Grassland/shrub,-,-,-,7.5,0.01,-,-,Brown,-
29906,51836,26/04/2019 14:22,28/04/2019 12:29,Thames Blitz | Group ID: 34343,River Thames | Chelsea | London UK,51.4846 | -0.156,River,Urban Residential,-,-,-,7.5,0.035,-,-,Brown,-
29031,52056,27/04/2019 13:49,27/04/2019 13:49,Thames Blitz | Group ID: 34343,River Thame | Hurst Water Meadow Beach,51.645300495739505 | -1.1568150298511455,River,Grassland/shrub,-,-,-,7.5,0.035,-,-,Colourless,-
14157,51761,26/04/2019 13:09,26/04/2019 17:43,Thames Blitz | Group ID: 34343,Thames 26.4.19,51.57680435835511 | -0.7291012619018602,River,Grassland/shrub,-,-,-,7.5,0.01,-,-,Brown,-
28811,53791,30/04/2019 08:51,30/04/2019 08:51,Thames Blitz | Group ID: 34343,Mowbray Fields | Hagbourne Brook,51.59530973924879 | -1.2474741617062364,Stream,Agriculture,-,-,-,12,0.15,-,-,Colourless,-
29071,53821,30/04/2019 10:36,30/04/2019 10:42,Thames Blitz | Group ID: 34343,River Ver | Ye Olde Fighting Cocks,51.74885 | -0.34699,River,Urban Park,-,-,-,1.5,0.035,-,-,Colourless,-
23440,51936,27/04/2019 00:15,27/04/2019 00:15,Thames Blitz | Group ID: 34343,Wye Dean Spring Flume,51.62141880710937 | -0.7278844714164734,Stream,Urban Residential,-,-,-,7.5,0.15,-,-,Colourless,-
29566,51816,26/04/2019 14:10,26/04/2019 14:10,Thames Blitz | Group ID: 34343,Brook at Mackney Lane bridge,51.607173688387945 | -1.1598296355531375,Stream,Agriculture,-,-,-,0.75,0.035,-,-,Colourless,-
14157,51756,26/04/2019 13:04,26/04/2019 17:41,Thames Blitz | Group ID: 34343,Upstream of Thames Water Little Marlow Sewage Treatment Works outfall,51.57440786052589 | -0.735694367242445,River,Grassland/shrub,-,-,-,7.5,0.01,-,-,Brown,-
25966,53891,30/04/2019 14:02,30/04/2019 14:02,Thames Blitz | Group ID: 34343,Letcombe Brook (Warborough Trib),51.57573517275349 | -1.451924666762352,Stream,Other,-,-,-,7.5,0.035,-,-,Colourless,-
25966,53881,30/04/2019 13:43,30/04/2019 13:43,Thames Blitz | Group ID: 34343,Letcombe Brook (Blandys Bridge),51.57385188690422 | -1.4553903896669453,Stream,Other,-,-,-,7.5,0.01,-,-,Colourless,-
29071,53816,30/04/2019 10:31,30/04/2019 10:31,Thames Blitz | Group ID: 34343,River Ver | Holywell Hill,51.74675 | -0.34267,River,Urban Park,-,-,-,1.5,0.035,-,-,Colourless,-
29566,51801,26/04/2019 14:04,26/04/2019 14:04,Thames Blitz | Group ID: 34343,Brook at Brightwell-cum-Sotwell Recreation Ground,51.60887779999999 | -1.1601491000000124,Stream,Urban Park,-,-,-,3.5,0.035,-,-,Colourless,-
23440,51931,27/04/2019 00:09,27/04/2019 00:09,Thames Blitz | Group ID: 34343,Wye Dean below sewage works return outflow,51.62176518033758 | -0.726419985294342,River,Urban Residential,-,-,-,7.5,0.075,-,-,Colourless,-
28811,53786,30/04/2019 08:46,30/04/2019 08:46,Thames Blitz | Group ID: 34343,Abbey Fishponds | Radley Brook,51.67813175478858 | -1.2604827480347467,Stream,Urban Residential,-,-,-,7.5,0.035,-,-,Colourless,-
25966,53871,30/04/2019 13:28,30/04/2019 13:28,Thames Blitz | Group ID: 34343,Letcombe Brook Source,51.563857519664 | -1.46486297249794,Stream,Urban Residential,-,-,-,3.5,0.035,-,-,Colourless,-
23440,51926,27/04/2019 00:00,27/04/2019 00:00,Thames Blitz | Group ID: 34343,Hollywell Mead,51.62123542769364 | -0.7354639299603605,Stream,Urban Park,-,-,-,7.5,0.075,-,-,Colourless,-
19942,51686,26/04/2019 10:53,26/04/2019 10:53,Thames Blitz | Group ID: 34343,Fordwells Stream | Fordwells. Sample taken d/s of discharge of three package sewage plants    ,51.82124986385047 | -1.5529990196228027,Stream,Urban Residential,-,-,-,12,0.15,-,-,Colourless,-
28956,54916,08/05/2019 08:50,08/05/2019 08:50,Thames Blitz | Group ID: 34343,Flagham Brook,51.64529948772885 | -1.9864277622449436,Stream,Other,-,-,-,12,0.01,-,-,Colourless,-
19942,51676,26/04/2019 10:49,26/04/2019 10:49,Thames Blitz | Group ID: 34343,Fordwells Stream | Fordwells  ,51.82125649552481 | -1.553041934967041,Stream,Urban Residential,-,-,-,12,0.035,-,-,Colourless,-
19942,51671,26/04/2019 10:45,26/04/2019 10:45,Thames Blitz | Group ID: 34343,Spring fed pond in right bank field approximately 600m u/s of Puddlicote Bridge ,51.87491454036679 | -1.5466478958342122,Pond,Agriculture,-,-,-,12,0.01,-,-,Green,-
19942,51661,26/04/2019 10:39,26/04/2019 10:39,Thames Blitz | Group ID: 34343,River Evenlode 100m u/s Pudlicote Bridge ,51.88008698194273 | -1.5434762619009916,River,Agriculture,-,-,-,7.5,0.35,-,-,Other,Milky grey colouration that is now typical of local Cotswold Rivers 
23440,51921,26/04/2019 23:52,26/04/2019 23:52,Thames Blitz | Group ID: 34343,Pann Mill,51.626773375596954 | -0.743722784359079,Stream,Urban Residential,-,-,-,7.5,0.01,-,-,Colourless,-
28956,54901,08/05/2019 08:36,08/05/2019 08:36,Thames Blitz | Group ID: 34343,Braydon Brook,51.62710359516116 | -2.021638203249381,Stream,Grassland/shrub,-,-,-,0.1,0.035,-,-,Colourless,-
25966,53931,30/04/2019 15:02,30/04/2019 15:02,Thames Blitz | Group ID: 34343,Humber Ditch (Outfall),51.59260765067549 | -1.4237922049295548,Stream,Urban Residential,-,-,-,3.5,0.35,-,-,Colourless,-
28956,54911,08/05/2019 08:49,08/05/2019 08:49,Thames Blitz | Group ID: 34343,Swill Brook,51.63493747545595 | -1.9956966358947739,Stream,Grassland/shrub,-,-,-,3.5,0.035,-,-,Colourless,-
25966,53936,30/04/2019 15:06,30/04/2019 15:06,Thames Blitz | Group ID: 34343,Letcombe Brook (Willow Walk Bridge),51.59470513709096 | -1.4234872162342072,Stream,Urban Park,-,-,-,7.5,0.035,-,-,Colourless,-
29071,53681,29/04/2019 20:56,29/04/2019 20:56,Thames Blitz | Group ID: 34343,River Ver - River Hill Flamstead,51.82335 | -0.43461,River,Agriculture,-,-,-,12,0.035,-,-,Colourless,-
25966,53926,30/04/2019 14:56,30/04/2019 14:56,Thames Blitz | Group ID: 34343,Letcombe Brook (Smiths Wharf),51.59189076645056 | -1.4257724583148956,Stream,Urban Residential,-,-,-,7.5,0.035,-,-,Colourless,-
28956,54906,08/05/2019 08:43,08/05/2019 08:47,Thames Blitz | Group ID: 34343,Emmett Hill,51.6089383732516 | -1.989245674870972,Stream,Grassland/shrub,-,-,-,0.1,0.035,-,-,Colourless,-
25966,53921,30/04/2019 14:52,30/04/2019 14:52,Thames Blitz | Group ID: 34343,Letcombe Brook (below Sainsburys outfall),51.591454181788244 | -1.4264054596424103,Stream,Industrial,-,-,-,7.5,0.035,-,-,Colourless,-
21383,54876,07/05/2019 19:15,07/05/2019 19:15,Thames Blitz | Group ID: 34343,Letcombe Brook | Ford | Locks Lane,51.5879 | -1.4335,Stream,Urban Residential,-,-,-,7.5,0.035,-,-,Colourless,-
13828,54021,30/04/2019 16:48,30/04/2019 16:48,Thames Blitz | Group ID: 34343,Benson Lane - farm field,-,Stream,Agriculture,-,-,-,3.5,0.035,-,-,Colourless,-
13828,54026,30/04/2019 16:55,30/04/2019 16:55,Thames Blitz | Group ID: 34343,Benson Lane - stream from sewage works,-,Stream,Agriculture,-,-,-,12,0.075,-,-,Colourless,-
13828,54066,30/04/2019 17:55,30/04/2019 17:55,Thames Blitz | Group ID: 34343,Ewelme wildlife pond,-,Pond,Grassland/shrub,-,-,-,0.1,0.01,-,-,Colourless,-
25966,53911,30/04/2019 14:49,30/04/2019 14:49,Thames Blitz | Group ID: 34343,Letcombe Brook (above Sainsburys outfall),51.590779300294365 | -1.4273978769779205,Stream,Industrial,-,-,-,7.5,0.035,-,-,Colourless,-
25966,53906,30/04/2019 14:45,30/04/2019 14:45,Thames Blitz | Group ID: 34343,Letcombe Brook (Betjeman Park),51.5889062433252 | -1.4299151301383972,Stream,Urban Park,-,-,-,7.5,0.035,-,-,Colourless,-
28956,54896,08/05/2019 08:28,08/05/2019 08:28,Thames Blitz | Group ID: 34343,Distillery meadows,51.600780043088015 | -1.9574136148344223,Stream,Grassland/shrub,-,-,-,0.35,0.35,-,-,Colourless,-
13828,54016,30/04/2019 16:26,30/04/2019 16:26,Thames Blitz | Group ID: 34343,Shepherds Hut PH | Wallingford OX10 6LA | UK,51.622 | -1.079,Stream,Grassland/shrub,-,-,-,12,0.01,-,-,Colourless,-
29071,53636,29/04/2019 20:27,29/04/2019 20:27,Thames Blitz | Group ID: 34343,River Red | Redbourn Common,51.79322 | -0.40128,Stream,Other,-,-,-,3.5,0.035,-,-,Colourless,-
